Code_Region;Nom_Region;Code_CNP;Titre_professionnel_de_la_CNP;Niveau_de_compétences;Genre_de_compétences;emploi_estimé_2018;Perspectives_2023
410;Gaspé-îles-de-la-Madeleine;9613;Manoeuvres dans le traitement des produits chimiques et les services d'utilité publique;D de la CNP (Moins Qualifié);Fabrication et services d'utilité publique;;Non publié
410;Gaspé-îles-de-la-Madeleine;9614;Manoeuvres dans le traitement des pâtes et papiers et la transformation du bois;D de la CNP (Moins Qualifié);Fabrication et services d'utilité publique;200;Léger Déficit
410;Gaspé-îles-de-la-Madeleine;9615;Manoeuvres dans la fabrication des produits en caoutchouc et en plastique;D de la CNP (Moins Qualifié);Fabrication et services d'utilité publique;;Non publié
410;Gaspé-îles-de-la-Madeleine;9616;Manoeuvres des produits du textile;D de la CNP (Moins Qualifié);Fabrication et services d'utilité publique;;Non publié
410;Gaspé-îles-de-la-Madeleine;9617;Manoeuvres dans la transformation des aliments et des boissons;D de la CNP (Moins Qualifié);Fabrication et services d'utilité publique;;Non publié
410;Gaspé-îles-de-la-Madeleine;9618;Manoeuvres dans la transformation du poisson et des fruits de mer;D de la CNP (Moins Qualifié);Fabrication et services d'utilité publique;450;Déficit
410;Gaspé-îles-de-la-Madeleine;9619;Autres manoeuvres des services de transformation, de fabrication et d'utilité publique;D de la CNP (Moins Qualifié);Fabrication et services d'utilité publique;100;Non publié
415;Bas-Saint-Laurent;11;Membres des corps législatifs;A-1 Gestion (Haut. Qualifié);Gestion;100;Non publié
415;Bas-Saint-Laurent;12;Cadres supérieurs/cadres supérieures - administration publique;A-1 Gestion (Haut. Qualifié);Gestion;250;Non publié
415;Bas-Saint-Laurent;13;Cadres supérieurs/cadres supérieures - services financiers, communications et autres services aux entreprises;A-1 Gestion (Haut. Qualifié);Gestion;;Non publié
415;Bas-Saint-Laurent;14;Cadres supérieurs/cadres supérieures - santé, enseignement, services sociaux et communautaires et associations mutuelles;A-1 Gestion (Haut. Qualifié);Gestion;100;Non publié
415;Bas-Saint-Laurent;15;Cadres supérieurs/cadres supérieures - commerce, radiotélédiffusion et autres services, n.c.a.;A-1 Gestion (Haut. Qualifié);Gestion;200;Non publié
415;Bas-Saint-Laurent;16;Cadres supérieurs/cadres supérieures - construction, transport, production et services d'utilité publique;A-1 Gestion (Haut. Qualifié);Gestion;400;Non publié
415;Bas-Saint-Laurent;111;Directeurs financiers/directrices financières;A-1 Gestion (Haut. Qualifié);Gestion;250;Léger Déficit
415;Bas-Saint-Laurent;112;Directeurs/directrices des ressources humaines;A-1 Gestion (Haut. Qualifié);Gestion;150;Equilibre
415;Bas-Saint-Laurent;113;Directeurs/directrices des achats;A-1 Gestion (Haut. Qualifié);Gestion;;Non publié
415;Bas-Saint-Laurent;114;Directeurs/directrices d'autres services administratifs;A-1 Gestion (Haut. Qualifié);Gestion;100;Equilibre
415;Bas-Saint-Laurent;121;Directeurs/directrices des assurances, de l'immobilier et du courtage financier;A-1 Gestion (Haut. Qualifié);Gestion;;Non publié
415;Bas-Saint-Laurent;122;Directeurs/directrices de banque, du crédit et d'autres services de placements;A-1 Gestion (Haut. Qualifié);Gestion;150;Equilibre
415;Bas-Saint-Laurent;124;Directeurs/directrices de la publicité, du marketing et des relations publiques;A-1 Gestion (Haut. Qualifié);Gestion;100;Léger Déficit
415;Bas-Saint-Laurent;125;Directeurs/directrices d'autres services aux entreprises;A-1 Gestion (Haut. Qualifié);Gestion;;Non publié
415;Bas-Saint-Laurent;131;Directeurs/directrices d'entreprises de télécommunications;A-1 Gestion (Haut. Qualifié);Gestion;;Léger Déficit
415;Bas-Saint-Laurent;132;Directeurs/directrices des services postaux et de messageries;A-1 Gestion (Haut. Qualifié);Gestion;;Non publié
415;Bas-Saint-Laurent;211;Directeurs/directrices des services de génie;A-1 Gestion (Haut. Qualifié);Gestion;;Non publié
415;Bas-Saint-Laurent;212;Directeurs/directrices des services d'architecture et de sciences;A-1 Gestion (Haut. Qualifié);Gestion;;Non publié
415;Bas-Saint-Laurent;213;Gestionnaires des systèmes informatiques;A-1 Gestion (Haut. Qualifié);Gestion;;Non publié
415;Bas-Saint-Laurent;311;Directeurs/directrices des soins de santé;A-1 Gestion (Haut. Qualifié);Gestion;150;Léger Déficit
415;Bas-Saint-Laurent;411;Gestionnaires de la fonction publique - élaboration de politiques et administration de programmes sociaux et de santé;A-1 Gestion (Haut. Qualifié);Gestion;;Non publié
415;Bas-Saint-Laurent;412;Gestionnaires de la fonction publique - analyse économique, élaboration de politiques et administration de programmes;A-1 Gestion (Haut. Qualifié);Gestion;;Non publié
415;Bas-Saint-Laurent;413;Gestionnaires de la fonction publique - élaboration de politiques en matière d'éducation et administration de programmes;A-1 Gestion (Haut. Qualifié);Gestion;;Non publié
415;Bas-Saint-Laurent;414;Autres gestionnaires de la fonction publique;A-1 Gestion (Haut. Qualifié);Gestion;100;Non publié
415;Bas-Saint-Laurent;421;Administrateurs/administratrices - enseignement postsecondaire et formation professionnelle;A-1 Gestion (Haut. Qualifié);Gestion;50;Equilibre
415;Bas-Saint-Laurent;422;Directeurs/directrices d'école et administrateurs/administratrices de programmes d'enseignement aux niveaux primaire et secondaire;A-1 Gestion (Haut. Qualifié);Gestion;100;Equilibre
415;Bas-Saint-Laurent;423;Directeurs/directrices des services sociaux, communautaires et correctionnels;A-1 Gestion (Haut. Qualifié);Gestion;150;Equilibre
415;Bas-Saint-Laurent;431;Officiers/officières de direction des services de police;A-1 Gestion (Haut. Qualifié);Gestion;;Non publié
415;Bas-Saint-Laurent;432;Chefs et officiers supérieurs/officières supérieures des services d'incendie;A-1 Gestion (Haut. Qualifié);Gestion;50;Non publié
415;Bas-Saint-Laurent;433;Officiers/officières de direction des Forces armées canadiennes;A-1 Gestion (Haut. Qualifié);Gestion;50;Non publié
415;Bas-Saint-Laurent;511;Directeurs/directrices de bibliothèques, des archives, de musées et de galeries d'art;A-1 Gestion (Haut. Qualifié);Gestion;;Equilibre
415;Bas-Saint-Laurent;512;Directeurs/directrices - édition, cinéma, radiotélédiffusion et arts de la scène;A-1 Gestion (Haut. Qualifié);Gestion;;Non publié
415;Bas-Saint-Laurent;513;Directeurs/directrices de programmes et de services de sports, de loisirs et de conditionnement physique;A-1 Gestion (Haut. Qualifié);Gestion;150;Equilibre
415;Bas-Saint-Laurent;601;Directeurs/directrices des ventes corporatives;A-1 Gestion (Haut. Qualifié);Gestion;100;Equilibre
415;Bas-Saint-Laurent;621;Directeurs/directrices - commerce de détail et de gros;A-1 Gestion (Haut. Qualifié);Gestion;2000;Equilibre
415;Bas-Saint-Laurent;631;Directeurs/directrices de la restauration et des services alimentaires;A-1 Gestion (Haut. Qualifié);Gestion;350;Léger Déficit
415;Bas-Saint-Laurent;632;Directeurs/directrices des services d'hébergement;A-1 Gestion (Haut. Qualifié);Gestion;100;Equilibre
415;Bas-Saint-Laurent;651;Directeurs/directrices du service à  la clientèle et des services personnels, n.c.a.;A-1 Gestion (Haut. Qualifié);Gestion;100;Non publié
415;Bas-Saint-Laurent;711;Directeurs/directrices de la construction;A-1 Gestion (Haut. Qualifié);Gestion;250;Equilibre
415;Bas-Saint-Laurent;712;Gestionnaires en construction et rénovation domiciliaire;A-1 Gestion (Haut. Qualifié);Gestion;100;Equilibre
415;Bas-Saint-Laurent;714;Directeurs/directrices de l'exploitation et de l'entretien d'immeubles;A-1 Gestion (Haut. Qualifié);Gestion;100;Equilibre
415;Bas-Saint-Laurent;731;Directeurs/directrices des transports;A-1 Gestion (Haut. Qualifié);Gestion;100;Léger Déficit
415;Bas-Saint-Laurent;811;Directeurs/directrices de l'exploitation des ressources naturelles et de la pêche;A-1 Gestion (Haut. Qualifié);Gestion;50;Léger Déficit
415;Bas-Saint-Laurent;821;Gestionnaires en agriculture;A-1 Gestion (Haut. Qualifié);Gestion;1500;Léger Déficit
415;Bas-Saint-Laurent;822;Gestionnaires en horticulture;A-1 Gestion (Haut. Qualifié);Gestion;;Equilibre
415;Bas-Saint-Laurent;823;Gestionnaires en aquaculture;A-1 Gestion (Haut. Qualifié);Gestion;;Non publié
415;Bas-Saint-Laurent;911;Directeurs/directrices de la fabrication;A-1 Gestion (Haut. Qualifié);Gestion;350;Equilibre
415;Bas-Saint-Laurent;912;Directeurs/directrices des services d'utilité publique;A-1 Gestion (Haut. Qualifié);Gestion;;Equilibre
415;Bas-Saint-Laurent;1111;Vérificateurs/vérificatrices et comptables;A-2 Personnel Professionnel (Haut. Qualifié);Affaires;700;Léger Déficit
415;Bas-Saint-Laurent;1112;Analystes financiers/analystes financières et analystes en placements;A-2 Personnel Professionnel (Haut. Qualifié);Affaires;150;Equilibre
415;Bas-Saint-Laurent;1113;Agents/agentes en valeurs, agents/agentes en placements et négociateurs/négociatrices en valeurs;A-2 Personnel Professionnel (Haut. Qualifié);Affaires;;Non publié
415;Bas-Saint-Laurent;1114;Autres agents financiers/agentes financières;A-2 Personnel Professionnel (Haut. Qualifié);Affaires;400;Léger Déficit
415;Bas-Saint-Laurent;1121;Professionnels/professionnelles en ressources humaines;A-2 Personnel Professionnel (Haut. Qualifié);Affaires;350;Equilibre
415;Bas-Saint-Laurent;1122;Professionnels/professionnelles des services-conseils en gestion aux entreprises;A-2 Personnel Professionnel (Haut. Qualifié);Affaires;150;Equilibre
415;Bas-Saint-Laurent;1123;Professionnels/professionnelles en publicité, en marketing et en relations publiques;A-2 Personnel Professionnel (Haut. Qualifié);Affaires;300;Léger Déficit
415;Bas-Saint-Laurent;1211;Superviseurs/superviseures de commis de bureau et du personnel de soutien administratif;Technique-1 (Haut. Qualifié);Affaires;100;Equilibre
415;Bas-Saint-Laurent;1212;Superviseurs/superviseures de commis de finance et d'assurance;Technique-1 (Haut. Qualifié);Affaires;;Non publié
415;Bas-Saint-Laurent;1213;Superviseurs/superviseures de commis de bibliothèque, de correspondanciers et d'autres commis à  l'information;Technique-1 (Haut. Qualifié);Affaires;;Equilibre
415;Bas-Saint-Laurent;1214;Superviseurs/superviseures de services postaux et de messageries;Technique-1 (Haut. Qualifié);Affaires;200;Equilibre
415;Bas-Saint-Laurent;1215;Superviseurs/superviseures du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires;Technique-1 (Haut. Qualifié);Affaires;150;Léger Déficit
415;Bas-Saint-Laurent;1221;Agents/agentes d'administration;Technique-1 (Haut. Qualifié);Affaires;1500;Léger Déficit
415;Bas-Saint-Laurent;1222;Adjoints/adjointes de direction;Technique-1 (Haut. Qualifié);Affaires;250;Déficit
415;Bas-Saint-Laurent;1223;Agents/agentes des ressources humaines et de recrutement;Technique-1 (Haut. Qualifié);Affaires;100;Léger Déficit
415;Bas-Saint-Laurent;1224;Agents/agentes de gestion immobilière;Technique-1 (Haut. Qualifié);Affaires;50;Equilibre
415;Bas-Saint-Laurent;1225;Agents/agentes aux achats;Technique-1 (Haut. Qualifié);Affaires;100;Léger Déficit
415;Bas-Saint-Laurent;1226;Planificateurs/planificatrices de congrès et d'événements;Technique-1 (Haut. Qualifié);Affaires;100;Léger Surplus
415;Bas-Saint-Laurent;1227;Juges de paix et officiers/officières de justice;Technique-1 (Haut. Qualifié);Affaires;;Non publié
415;Bas-Saint-Laurent;1228;Agents/agentes d'assurance-emploi, d'immigration, de services frontaliers et du revenu;Technique-1 (Haut. Qualifié);Affaires;100;Equilibre
415;Bas-Saint-Laurent;1241;Adjoints administratifs/adjointes administratives;Technique-2 (Qualifié);Affaires;2000;Equilibre
415;Bas-Saint-Laurent;1242;Adjoints administratifs juridiques/adjointes administratives juridiques;Technique-2 (Qualifié);Affaires;100;Léger Déficit
415;Bas-Saint-Laurent;1243;Adjoints administratifs médicaux/adjointes administratives médicales;Technique-2 (Qualifié);Affaires;400;Léger Déficit
415;Bas-Saint-Laurent;1251;Sténographes judiciaires, transcripteurs médicaux/transcriptrices médicales et personnel assimilé;Technique-1 (Haut. Qualifié);Affaires;50;Equilibre
415;Bas-Saint-Laurent;1252;Professionnels/professionnelles de la gestion de l'information sur la santé;Technique-1 (Haut. Qualifié);Affaires;50;Léger Déficit
415;Bas-Saint-Laurent;1253;Techniciens/techniciennes à  la gestion des documents;Technique-1 (Haut. Qualifié);Affaires;100;Equilibre
415;Bas-Saint-Laurent;1254;Agents/agentes de statistiques et professions connexes du soutien de la recherche;Technique-1 (Haut. Qualifié);Affaires;;Non publié
415;Bas-Saint-Laurent;1311;Techniciens/techniciennes en comptabilité et teneurs/teneuses de livres;Technique-1 (Haut. Qualifié);Affaires;600;Léger Déficit
415;Bas-Saint-Laurent;1312;Experts/expertes en sinistres et rédacteurs/rédactrices sinistres;Technique-1 (Haut. Qualifié);Affaires;100;Léger Déficit
415;Bas-Saint-Laurent;1313;Assureurs/assureures;Technique-1 (Haut. Qualifié);Affaires;100;Léger Déficit
415;Bas-Saint-Laurent;1314;Estimateurs/estimatrices et évaluateurs/évaluatrices;Technique-1 (Haut. Qualifié);Affaires;50;Equilibre
415;Bas-Saint-Laurent;1315;Courtiers/courtières en douanes, courtiers maritimes/courtières maritimes et autres courtiers/courtières;Technique-1 (Haut. Qualifié);Affaires;;Non publié
415;Bas-Saint-Laurent;1411;Employés de soutien de bureau généraux/employées de soutien de bureau générales;C de la CNP (Moins Qualifié);Affaires;500;Léger Surplus
415;Bas-Saint-Laurent;1414;Réceptionnistes;C de la CNP (Moins Qualifié);Affaires;450;Equilibre
415;Bas-Saint-Laurent;1415;Commis des services du personnel;C de la CNP (Moins Qualifié);Affaires;;Non publié
415;Bas-Saint-Laurent;1416;Commis des services judiciaires;C de la CNP (Moins Qualifié);Affaires;;Non publié
415;Bas-Saint-Laurent;1422;Commis à  la saisie de données;C de la CNP (Moins Qualifié);Affaires;100;Léger Surplus
415;Bas-Saint-Laurent;1423;Opérateurs/opératrices d'équipement d'éditique et personnel assimilé;C de la CNP (Moins Qualifié);Affaires;;Non publié
415;Bas-Saint-Laurent;1431;Commis à  la comptabilité et personnel assimilé;C de la CNP (Moins Qualifié);Affaires;400;Equilibre
415;Bas-Saint-Laurent;1432;Administrateurs/administratrices de la paye;C de la CNP (Moins Qualifié);Affaires;50;Equilibre
415;Bas-Saint-Laurent;1434;Commis de banque, d'assurance et d'autres services financiers;C de la CNP (Moins Qualifié);Affaires;100;Equilibre
415;Bas-Saint-Laurent;1435;Agents/agentes de recouvrement;C de la CNP (Moins Qualifié);Affaires;;Non publié
415;Bas-Saint-Laurent;1451;Commis et assistants/assistantes dans les bibliothèques;C de la CNP (Moins Qualifié);Affaires;;Non publié
415;Bas-Saint-Laurent;1452;Correspondanciers/correspondancières et commis aux publications et aux règlements;C de la CNP (Moins Qualifié);Affaires;;Non publié
415;Bas-Saint-Laurent;1454;Intervieweurs/intervieweuses pour enquêtes et commis aux statistiques;C de la CNP (Moins Qualifié);Affaires;150;Equilibre
415;Bas-Saint-Laurent;1511;Commis au courrier et aux services postaux et personnel assimilé;C de la CNP (Moins Qualifié);Affaires;100;Equilibre
415;Bas-Saint-Laurent;1512;Facteurs/factrices;C de la CNP (Moins Qualifié);Affaires;150;Equilibre
415;Bas-Saint-Laurent;1513;Messagers/messagères et distributeurs/distributrices porte-à -porte;C de la CNP (Moins Qualifié);Affaires;;Equilibre
415;Bas-Saint-Laurent;1521;Expéditeurs/expéditrices et réceptionnaires;C de la CNP (Moins Qualifié);Affaires;500;Léger Déficit
415;Bas-Saint-Laurent;1522;Magasiniers/magasinières et commis aux pièces;C de la CNP (Moins Qualifié);Affaires;300;Léger Déficit
415;Bas-Saint-Laurent;1523;Coordonnateurs/coordonnatrices de la logistique de la production;C de la CNP (Moins Qualifié);Affaires;50;Léger Déficit
415;Bas-Saint-Laurent;1524;Commis aux achats et au contrôle de l'inventaire;C de la CNP (Moins Qualifié);Affaires;150;Equilibre
415;Bas-Saint-Laurent;1525;Répartiteurs/répartitrices;C de la CNP (Moins Qualifié);Affaires;150;Equilibre
415;Bas-Saint-Laurent;1526;Horairistes de trajets et d'équipages;C de la CNP (Moins Qualifié);Affaires;50;Equilibre
415;Bas-Saint-Laurent;2111;Physiciens/physiciennes et astronomes;A-2 Personnel Professionnel (Haut. Qualifié);Sciences naturelles et appliquées et professions apparentées ;;Non publié
415;Bas-Saint-Laurent;2112;Chimistes;A-2 Personnel Professionnel (Haut. Qualifié);Sciences naturelles et appliquées et professions apparentées ;;Non publié
415;Bas-Saint-Laurent;2113;Géoscientifiques et océanographes;A-2 Personnel Professionnel (Haut. Qualifié);Sciences naturelles et appliquées et professions apparentées ;50;Equilibre
415;Bas-Saint-Laurent;2114;Météorologues et climatologues;A-2 Personnel Professionnel (Haut. Qualifié);Sciences naturelles et appliquées et professions apparentées ;;Non publié
415;Bas-Saint-Laurent;2115;Autres professionnels/professionnelles des sciences physiques;A-2 Personnel Professionnel (Haut. Qualifié);Sciences naturelles et appliquées et professions apparentées ;;Non publié
415;Bas-Saint-Laurent;2121;Biologistes et personnel scientifique assimilé;A-2 Personnel Professionnel (Haut. Qualifié);Sciences naturelles et appliquées et professions apparentées ;150;Equilibre
415;Bas-Saint-Laurent;2122;Professionnels/professionnelles des sciences forestières;A-2 Personnel Professionnel (Haut. Qualifié);Sciences naturelles et appliquées et professions apparentées ;100;Léger Déficit
415;Bas-Saint-Laurent;2123;Agronomes, conseillers/conseillères et spécialistes en agriculture;A-2 Personnel Professionnel (Haut. Qualifié);Sciences naturelles et appliquées et professions apparentées ;100;Léger Déficit
415;Bas-Saint-Laurent;2131;Ingénieurs civils/ingénieures civiles;A-2 Personnel Professionnel (Haut. Qualifié);Sciences naturelles et appliquées et professions apparentées ;150;Léger Déficit
415;Bas-Saint-Laurent;2132;Ingénieurs mécaniciens/ingénieures mécaniciennes;A-2 Personnel Professionnel (Haut. Qualifié);Sciences naturelles et appliquées et professions apparentées ;150;Léger Déficit
415;Bas-Saint-Laurent;2133;Ingénieurs électriciens et électroniciens/ingénieures électriciennes et électroniciennes;A-2 Personnel Professionnel (Haut. Qualifié);Sciences naturelles et appliquées et professions apparentées ;100;Léger Déficit
415;Bas-Saint-Laurent;2134;Ingénieurs chimistes/ingénieures chimistes;A-2 Personnel Professionnel (Haut. Qualifié);Sciences naturelles et appliquées et professions apparentées ;;Non publié
415;Bas-Saint-Laurent;2141;Ingénieurs/ingénieures d'industrie et de fabrication;A-2 Personnel Professionnel (Haut. Qualifié);Sciences naturelles et appliquées et professions apparentées ;;Non publié
415;Bas-Saint-Laurent;2142;Ingénieurs/ingénieures métallurgistes et des matériaux;A-2 Personnel Professionnel (Haut. Qualifié);Sciences naturelles et appliquées et professions apparentées ;;Non publié
415;Bas-Saint-Laurent;2143;Ingénieurs miniers/ingénieures minières;A-2 Personnel Professionnel (Haut. Qualifié);Sciences naturelles et appliquées et professions apparentées ;;Non publié
415;Bas-Saint-Laurent;2144;Ingénieurs géologues/ingénieures géologues;A-2 Personnel Professionnel (Haut. Qualifié);Sciences naturelles et appliquées et professions apparentées ;;Non publié
415;Bas-Saint-Laurent;2145;Ingénieurs/ingénieures de l'extraction et du raffinage du pétrole;A-2 Personnel Professionnel (Haut. Qualifié);Sciences naturelles et appliquées et professions apparentées ;;Non publié
415;Bas-Saint-Laurent;2146;Ingénieurs/ingénieures en aérospatiale;A-2 Personnel Professionnel (Haut. Qualifié);Sciences naturelles et appliquées et professions apparentées ;;Non publié
415;Bas-Saint-Laurent;2147;Ingénieurs informaticiens/ingénieures informaticiennes (sauf ingénieurs/ingénieures et concepteurs/conceptrices en logiciel);A-2 Personnel Professionnel (Haut. Qualifié);Sciences naturelles et appliquées et professions apparentées ;;Non publié
415;Bas-Saint-Laurent;2148;Autres ingénieurs/ingénieures, n.c.a.;A-2 Personnel Professionnel (Haut. Qualifié);Sciences naturelles et appliquées et professions apparentées ;;Non publié
415;Bas-Saint-Laurent;2151;Architectes;A-2 Personnel Professionnel (Haut. Qualifié);Sciences naturelles et appliquées et professions apparentées ;50;Equilibre
415;Bas-Saint-Laurent;2152;Architectes paysagistes;A-2 Personnel Professionnel (Haut. Qualifié);Sciences naturelles et appliquées et professions apparentées ;;Non publié
415;Bas-Saint-Laurent;2153;Urbanistes et planificateurs/planificatrices de l'utilisation des sols;A-2 Personnel Professionnel (Haut. Qualifié);Sciences naturelles et appliquées et professions apparentées ;;Léger Déficit
415;Bas-Saint-Laurent;2154;Arpenteurs-géomètres/arpenteuses-géomètres;A-2 Personnel Professionnel (Haut. Qualifié);Sciences naturelles et appliquées et professions apparentées ;;Equilibre
415;Bas-Saint-Laurent;2161;Mathématiciens/mathématiciennes, statisticiens/statisticiennes et actuaires;A-2 Personnel Professionnel (Haut. Qualifié);Sciences naturelles et appliquées et professions apparentées ;;Non publié
415;Bas-Saint-Laurent;2171;Analystes et consultants/consultantes en informatique;A-2 Personnel Professionnel (Haut. Qualifié);Sciences naturelles et appliquées et professions apparentées ;200;Déficit
415;Bas-Saint-Laurent;2172;Analystes de bases de données et administrateurs/administratrices de données;A-2 Personnel Professionnel (Haut. Qualifié);Sciences naturelles et appliquées et professions apparentées ;;Non publié
415;Bas-Saint-Laurent;2173;Ingénieurs/ingénieures et concepteurs/conceptrices en logiciel;A-2 Personnel Professionnel (Haut. Qualifié);Sciences naturelles et appliquées et professions apparentées ;;Non publié
415;Bas-Saint-Laurent;2174;Programmeurs/programmeuses et développeurs/développeuses en médias interactifs;A-2 Personnel Professionnel (Haut. Qualifié);Sciences naturelles et appliquées et professions apparentées ;200;Déficit
415;Bas-Saint-Laurent;2175;Concepteurs/conceptrices et développeurs/développeuses Web;A-2 Personnel Professionnel (Haut. Qualifié);Sciences naturelles et appliquées et professions apparentées ;;Léger Déficit
415;Bas-Saint-Laurent;2211;Technologues et techniciens/techniciennes en chimie;Technique-1 (Haut. Qualifié);Sciences naturelles et appliquées et professions apparentées ;100;Léger Déficit
415;Bas-Saint-Laurent;2212;Technologues et techniciens/techniciennes en géologie et en minéralogie;Technique-1 (Haut. Qualifié);Sciences naturelles et appliquées et professions apparentées ;;Non publié
415;Bas-Saint-Laurent;2221;Technologues et techniciens/techniciennes en biologie;Technique-1 (Haut. Qualifié);Sciences naturelles et appliquées et professions apparentées ;150;Equilibre
415;Bas-Saint-Laurent;2222;Inspecteurs/inspectrices des produits agricoles et de la pêche;Technique-1 (Haut. Qualifié);Sciences naturelles et appliquées et professions apparentées ;;Equilibre
415;Bas-Saint-Laurent;2223;Technologues et techniciens/techniciennes en sciences forestières;Technique-1 (Haut. Qualifié);Sciences naturelles et appliquées et professions apparentées ;150;Léger Déficit
415;Bas-Saint-Laurent;2224;Techniciens/techniciennes du milieu naturel et de la pêche;Technique-1 (Haut. Qualifié);Sciences naturelles et appliquées et professions apparentées ;50;Léger Surplus
415;Bas-Saint-Laurent;2225;Techniciens/techniciennes et spécialistes de l'aménagement paysager et de l'horticulture;Technique-1 (Haut. Qualifié);Sciences naturelles et appliquées et professions apparentées ;200;Déficit
415;Bas-Saint-Laurent;2231;Technologues et techniciens/techniciennes en génie civil;Technique-1 (Haut. Qualifié);Sciences naturelles et appliquées et professions apparentées ;250;Déficit
415;Bas-Saint-Laurent;2232;Technologues et techniciens/techniciennes en génie mécanique;Technique-1 (Haut. Qualifié);Sciences naturelles et appliquées et professions apparentées ;100;Déficit
415;Bas-Saint-Laurent;2233;Technologues et techniciens/techniciennes en génie industriel et en génie de fabrication;Technique-1 (Haut. Qualifié);Sciences naturelles et appliquées et professions apparentées ;50;Déficit
415;Bas-Saint-Laurent;2234;Estimateurs/estimatrices en construction;Technique-1 (Haut. Qualifié);Sciences naturelles et appliquées et professions apparentées ;50;Léger Déficit
415;Bas-Saint-Laurent;2241;Technologues et techniciens/techniciennes en génie électronique et électrique;Technique-1 (Haut. Qualifié);Sciences naturelles et appliquées et professions apparentées ;250;Léger Déficit
415;Bas-Saint-Laurent;2242;Electroniciens/électroniciennes d'entretien (biens domestiques et commerciaux);Technique-1 (Haut. Qualifié);Sciences naturelles et appliquées et professions apparentées ;150;Equilibre
415;Bas-Saint-Laurent;2243;Techniciens/techniciennes et mécaniciens/mécaniciennes d'instruments industriels;Technique-1 (Haut. Qualifié);Sciences naturelles et appliquées et professions apparentées ;;Non publié
415;Bas-Saint-Laurent;2244;Mécaniciens/mécaniciennes, techniciens/techniciennes et contrôleurs/contrôleuses d'avionique et d'instruments et d'appareillages électriques d'aéronefs;Technique-1 (Haut. Qualifié);Sciences naturelles et appliquées et professions apparentées ;;Non publié
415;Bas-Saint-Laurent;2251;Technologues et techniciens/techniciennes en architecture;Technique-1 (Haut. Qualifié);Sciences naturelles et appliquées et professions apparentées ;50;Equilibre
415;Bas-Saint-Laurent;2252;Designers industriels/designers industrielles;Technique-1 (Haut. Qualifié);Sciences naturelles et appliquées et professions apparentées ;;Léger Déficit
415;Bas-Saint-Laurent;2253;Technologues et techniciens/techniciennes en dessin;Technique-1 (Haut. Qualifié);Sciences naturelles et appliquées et professions apparentées ;100;Léger Déficit
415;Bas-Saint-Laurent;2254;Technologues et techniciens/techniciennes en arpentage;Technique-1 (Haut. Qualifié);Sciences naturelles et appliquées et professions apparentées ;100;Equilibre
415;Bas-Saint-Laurent;2255;Personnel technique en géomatique et en météorologie;Technique-1 (Haut. Qualifié);Sciences naturelles et appliquées et professions apparentées ;;Non publié
415;Bas-Saint-Laurent;2261;Vérificateurs/vérificatrices et essayeurs/essayeuses des essais non destructifs;Technique-1 (Haut. Qualifié);Sciences naturelles et appliquées et professions apparentées ;;Non publié
415;Bas-Saint-Laurent;2262;Inspecteurs/inspectrices d'ingénierie et officiers/officières de réglementation;Technique-1 (Haut. Qualifié);Sciences naturelles et appliquées et professions apparentées ;;Non publié
415;Bas-Saint-Laurent;2263;Inspecteurs/inspectrices de la santé publique, de l'environnement et de l'hygiène et de la sécurité au travail;Technique-1 (Haut. Qualifié);Sciences naturelles et appliquées et professions apparentées ;50;Léger Déficit
415;Bas-Saint-Laurent;2264;Inspecteurs/inspectrices en construction;Technique-1 (Haut. Qualifié);Sciences naturelles et appliquées et professions apparentées ;50;Léger Déficit
415;Bas-Saint-Laurent;2271;Pilotes, navigateurs/navigatrices et instructeurs/instructrices de pilotage du transport aérien;Technique-1 (Haut. Qualifié);Sciences naturelles et appliquées et professions apparentées ;;Non publié
415;Bas-Saint-Laurent;2272;Contrôleurs aériens/contrôleuses aériennes et personnel assimilé;Technique-1 (Haut. Qualifié);Sciences naturelles et appliquées et professions apparentées ;;Non publié
415;Bas-Saint-Laurent;2273;Officiers/officières de pont du transport par voies navigables;Technique-1 (Haut. Qualifié);Sciences naturelles et appliquées et professions apparentées ;50;Léger Déficit
415;Bas-Saint-Laurent;2274;Officiers mécaniciens/officières mécaniciennes du transport par voies navigables;Technique-1 (Haut. Qualifié);Sciences naturelles et appliquées et professions apparentées ;;Non publié
415;Bas-Saint-Laurent;2275;Contrôleurs/contrôleuses de la circulation ferroviaire et régulateurs/régulatrices de la circulation maritime;Technique-1 (Haut. Qualifié);Sciences naturelles et appliquées et professions apparentées ;;Non publié
415;Bas-Saint-Laurent;2281;Techniciens/techniciennes de réseau informatique;Technique-1 (Haut. Qualifié);Sciences naturelles et appliquées et professions apparentées ;250;Déficit
415;Bas-Saint-Laurent;2282;Agents/agentes de soutien aux utilisateurs;Technique-1 (Haut. Qualifié);Sciences naturelles et appliquées et professions apparentées ;150;Equilibre
415;Bas-Saint-Laurent;2283;Evaluateurs/évaluatrices de systèmes informatiques;Technique-1 (Haut. Qualifié);Sciences naturelles et appliquées et professions apparentées ;;Non publié
415;Bas-Saint-Laurent;3011;Coordonnateurs/coordonnatrices et superviseurs/superviseures des soins infirmiers;A-2 Personnel Professionnel (Haut. Qualifié);Secteur de la santé;100;Déficit
